MessageID	Count	Timestamp	Payload
1	1	00:44:40.779625	1,-53
2	2	00:44:40.995243	2,-263
3	3	00:44:41.197209	3,134
4	4	00:44:41.399707	4,-233
5	5	00:44:41.601217	5,118
6	6	00:44:41.803528	6,-239
7	7	00:44:42.004996	7,280
8	8	00:44:42.206463	8,-143
9	9	00:44:42.407928	9,32
10	10	00:44:42.609909	10,-113
11	11	00:44:42.811907	11,8
12	12	00:44:43.013874	12,-99
13	13	00:44:43.215426	13,-248
14	14	00:44:43.416889	14,249
15	15	00:44:43.618374	15,-229
16	16	00:44:43.820136	16,-300
17	17	00:44:44.021604	17,243
18	18	00:44:44.223069	18,142
19	19	00:44:44.424542	19,-170
20	20	00:44:44.626051	20,5
21	21	00:44:44.827519	21,-51
22	22	00:44:45.029489	22,65
23	23	00:44:45.230957	23,-45
24	24	00:44:45.432926	24,-70
25	25	00:44:45.634405	25,223
26	26	00:44:45.835869	26,-162
27	27	00:44:46.037335	27,164
28	28	00:44:46.238802	28,264
29	29	00:44:46.440301	29,121
30	30	00:44:46.642318	30,-256
31	31	00:44:46.843786	31,3
32	32	00:44:47.045753	32,59
33	33	00:44:47.247719	33,-200
34	34	00:44:47.449188	34,-192
35	35	00:44:47.651255	35,-51
36	36	00:44:47.853223	36,90
37	37	00:44:48.055190	37,-179
38	38	00:44:48.256654	38,12
39	39	00:44:48.458170	39,-94
40	40	00:44:48.659678	40,198
41	41	00:44:48.860940	41,86
42	42	00:44:49.062404	42,161
43	43	00:44:49.264373	43,-198
44	44	00:44:49.465843	44,0
45	45	00:44:49.667327	45,66
46	46	00:44:49.868794	46,120
47	47	00:44:50.070261	47,201
48	48	00:44:50.271727	48,39
49	49	00:44:50.473191	49,70
50	50	00:44:50.674675	50,133
51	51	00:44:50.876143	51,-177
52	52	00:44:51.077610	52,45
53	53	00:44:51.279577	53,-207
54	54	00:44:51.481045	54,27
55	55	00:44:51.682529	55,-142
56	56	00:44:51.883996	56,276
57	57	00:44:52.085466	57,-111
58	58	00:44:52.286933	58,-118
59	59	00:44:52.488405	59,-290
60	60	00:44:52.689873	60,226
61	61	00:44:52.891833	61,-126
62	62	00:44:53.093800	62,295
63	63	00:44:53.295796	63,96
64	64	00:44:53.497305	64,-290
65	65	00:44:53.698784	65,241
66	66	00:44:53.900520	66,-140
67	67	00:44:54.101986	67,100
68	68	00:44:54.303981	68,-31
69	69	00:44:54.505460	69,96
70	70	00:44:54.706981	70,180
71	71	00:44:54.908950	71,-223
72	72	00:44:55.110419	72,227
73	73	00:44:55.311884	73,42
74	74	00:44:55.514370	74,-293
75	75	00:44:55.715838	75,-206
76	76	00:44:55.917804	76,287
77	77	00:44:56.119770	77,-81
78	78	00:44:56.321238	78,-217
79	79	00:44:56.522864	79,300
80	80	00:44:56.724915	80,-150
81	81	00:44:56.926380	81,283
82	82	00:44:57.128346	82,-229
83	83	00:44:57.329813	83,-54
84	84	00:44:57.531300	84,206
85	85	00:44:57.732764	85,221
86	86	00:44:57.934775	86,288
87	87	00:44:58.136240	87,-86
88	88	00:44:58.337706	88,200
89	89	00:44:58.539221	89,-275
90	90	00:44:58.741187	90,-191
91	91	00:44:58.942960	91,237
92	92	00:44:59.144424	92,-108
93	93	00:44:59.345898	93,106
94	94	00:44:59.547414	94,-209
95	95	00:44:59.749388	95,224
96	96	00:44:59.950885	96,-100
97	97	00:45:00.152355	97,219
98	98	00:45:00.354826	98,-128
99	99	00:45:00.556810	99,-213
100	100	00:45:00.758276	100,-169
101	101	00:45:00.960243	101,58
102	102	00:45:01.162270	102,149
103	103	00:45:01.363795	103,19
104	104	00:45:01.565306	104,-75
105	105	00:45:01.767276	105,105
106	106	00:45:01.969246	106,-262
107	107	00:45:02.171716	107,-250
108	108	00:45:02.373712	108,-118
109	109	00:45:02.575217	109,-237
110	110	00:45:02.776689	110,295
111	111	00:45:02.978160	111,-187
112	112	00:45:03.179656	112,-169
113	113	00:45:03.381656	113,46
114	114	00:45:03.583517	114,-212
115	115	00:45:03.785026	115,188
116	116	00:45:03.986821	116,-148
117	117	00:45:04.188789	117,209
118	118	00:45:04.390758	118,-156
119	119	00:45:04.592738	119,284
120	120	00:45:04.794742	120,-100
121	121	00:45:04.996211	121,-289
122	122	00:45:05.198212	122,-142
123	123	00:45:05.399736	123,208
124	124	00:45:05.601278	124,57
125	125	00:45:05.802771	125,20
126	126	00:45:06.005243	126,55
127	127	00:45:06.207240	127,67
128	128	00:45:06.408706	128,10
129	129	00:45:06.610219	129,-11
130	130	00:45:06.811721	130,34
131	131	00:45:07.013219	131,181
132	132	00:45:07.214750	132,49
133	133	00:45:07.416216	133,173
134	134	00:45:07.617731	134,-268
135	135	00:45:07.819198	135,21
136	136	00:45:08.020667	136,224
137	137	00:45:08.222699	137,98
138	138	00:45:08.424168	138,25
139	139	00:45:08.625686	139,-59
140	140	00:45:08.826954	140,-289
141	141	00:45:09.028422	141,-185
142	142	00:45:09.229891	142,-267
143	143	00:45:09.431862	143,211
144	144	00:45:09.633376	144,182
145	145	00:45:09.834842	145,140
146	146	00:45:10.036810	146,38
147	147	00:45:10.238778	147,113
148	148	00:45:10.440245	148,235
149	149	00:45:10.642226	149,19
150	150	00:45:10.843696	150,38
151	151	00:45:11.045663	151,96
152	152	00:45:11.247129	152,119
153	153	00:45:11.449099	153,3
154	154	00:45:11.651075	154,-278
155	155	00:45:11.852541	155,-233
156	156	00:45:12.054007	156,-157
157	157	00:45:12.256035	157,-59
158	158	00:45:12.457535	158,-274
159	159	00:45:12.659019	159,-171
160	160	00:45:12.860487	160,-23
161	161	00:45:13.061954	161,-248
162	162	00:45:13.263424	162,-155
163	163	00:45:13.464955	163,-257
164	164	00:45:13.666468	164,-124
165	165	00:45:13.868180	165,178
166	166	00:45:14.069676	166,291
167	167	00:45:14.271143	167,210
168	168	00:45:14.472611	168,-128
169	169	00:45:14.674098	169,104
170	170	00:45:14.875566	170,-123
171	171	00:45:15.077534	171,90
172	172	00:45:15.279002	172,-162
173	173	00:45:15.480497	173,212
174	174	00:45:15.682010	174,-275
175	175	00:45:15.884006	175,192
176	176	00:45:16.085502	176,-41
177	177	00:45:16.286969	177,8
178	178	00:45:16.488937	178,-131
179	179	00:45:16.690479	179,52
180	180	00:45:16.891948	180,-299
181	181	00:45:17.093413	181,-220
182	182	00:45:17.295383	182,55
183	183	00:45:17.496856	183,171
184	184	00:45:17.698388	184,-11
185	185	00:45:17.899859	185,139
186	186	00:45:18.101330	186,272
187	187	00:45:18.302828	187,-239
188	188	00:45:18.504313	188,-3
189	189	00:45:18.705818	189,-171
190	190	00:45:18.907581	190,-231
191	191	00:45:19.109048	191,129
192	192	00:45:19.311018	192,0
193	193	00:45:19.512591	193,105
194	194	00:45:19.714062	194,-134
195	195	00:45:19.915531	195,-202
196	196	00:45:20.117027	196,-249
197	197	00:45:20.318521	197,172
198	198	00:45:20.520058	198,-203
199	199	00:45:20.722031	199,-181
200	200	00:45:20.923498	200,271
201	201	00:45:21.124967	201,78
202	202	00:45:21.326935	202,175
203	203	00:45:21.528920	203,-228
204	204	00:45:21.731388	204,-233
205	205	00:45:21.933385	205,19
206	206	00:45:22.135352	206,-163
207	207	00:45:22.337318	207,281
208	208	00:45:22.539797	208,252
209	209	00:45:22.741767	209,170
210	210	00:45:22.945384	210,-293
211	211	00:45:23.147355	211,-241
212	212	00:45:23.348820	212,-258
213	213	00:45:23.550301	213,-246
214	214	00:45:23.751773	214,252
215	215	00:45:23.953515	215,-103
216	216	00:45:24.155483	216,159
217	217	00:45:24.356949	217,15
218	218	00:45:24.558809	218,-90
219	219	00:45:24.760779	219,-275
220	220	00:45:24.962246	220,-286
221	221	00:45:25.163712	221,-69
222	222	00:45:25.365182	222,-191
223	223	00:45:25.566670	223,64
224	224	00:45:25.768641	224,207
225	225	00:45:25.970609	225,-123
226	226	00:45:26.173079	226,215
227	227	00:45:26.374550	227,264
228	228	00:45:26.576529	228,-110
229	229	00:45:26.778508	229,135
230	230	00:45:26.980047	230,-72
231	231	00:45:27.181513	231,-288
232	232	00:45:27.382981	232,-32
233	233	00:45:27.584963	233,221
