MessageID	Count	Timestamp	Payload
1	1	00:39:14.123534	1,-104
2	2	00:39:14.336120	2,29
3	3	00:39:14.538133	3,-186
4	4	00:39:14.740100	4,38
5	5	00:39:14.941763	5,234
6	6	00:39:15.143730	6,41
7	7	00:39:15.345223	7,-30
8	8	00:39:15.547235	8,67
9	9	00:39:15.749203	9,208
10	10	00:39:15.950670	10,-68
11	11	00:39:16.152291	11,114
12	12	00:39:16.354263	12,129
13	13	00:39:16.555775	13,-278
14	14	00:39:16.757743	14,27
15	15	00:39:16.959210	15,190
16	16	00:39:17.160675	16,70
17	17	00:39:17.362146	17,247
18	18	00:39:17.564289	18,-65
19	19	00:39:17.765756	19,144
20	20	00:39:17.967224	20,-156
21	21	00:39:18.168688	21,-69
22	22	00:39:18.370159	22,125
23	23	00:39:18.571665	23,169
24	24	00:39:18.773129	24,151
25	25	00:39:18.974627	25,-192
26	26	00:39:19.176120	26,82
27	27	00:39:19.377667	27,-114
28	28	00:39:19.579634	28,-292
29	29	00:39:19.781106	29,6
30	30	00:39:19.982572	30,157
31	31	00:39:20.184037	31,-137
32	32	00:39:20.385562	32,-286
33	33	00:39:20.587027	33,295
34	34	00:39:20.788495	34,185
35	35	00:39:20.989980	35,32
36	36	00:39:21.191455	36,-85
37	37	00:39:21.392963	37,18
38	38	00:39:21.594936	38,-72
39	39	00:39:21.796402	39,49
40	40	00:39:21.998374	40,218
41	41	00:39:22.199841	41,136
42	42	00:39:22.401327	42,231
43	43	00:39:22.603230	43,0
44	44	00:39:22.804697	44,-3
45	45	00:39:23.006693	45,292
46	46	00:39:23.208668	46,-131
47	47	00:39:23.410178	47,165
48	48	00:39:23.611672	48,261
49	49	00:39:23.813643	49,22
50	50	00:39:24.015140	50,-221
51	51	00:39:24.217107	51,-195
52	52	00:39:24.418588	52,-57
53	53	00:39:24.620059	53,25
54	54	00:39:24.821527	54,206
55	55	00:39:25.022991	55,84
56	56	00:39:25.224463	56,52
57	57	00:39:25.425943	57,-26
58	58	00:39:25.627407	58,-285
59	59	00:39:25.828901	59,25
60	60	00:39:26.030872	60,101
61	61	00:39:26.232341	61,259
62	62	00:39:26.433818	62,18
63	63	00:39:26.635282	63,261
64	64	00:39:26.836749	64,-252
65	65	00:39:27.038213	65,196
66	66	00:39:27.239680	66,-288
67	67	00:39:27.441068	67,235
68	68	00:39:27.642816	68,-106
69	69	00:39:27.844782	69,-223
70	70	00:39:28.046776	70,182
71	71	00:39:28.248801	71,-222
72	72	00:39:28.450430	72,-121
73	73	00:39:28.651952	73,-244
74	74	00:39:28.853474	74,232
75	75	00:39:29.055012	75,-212
76	76	00:39:29.256509	76,172
77	77	00:39:29.458079	77,-286
78	78	00:39:29.659574	78,194
79	79	00:39:29.861570	79,-291
80	80	00:39:30.063068	80,138
81	81	00:39:30.265091	81,-120
82	82	00:39:30.466630	82,161
83	83	00:39:30.668664	83,212
84	84	00:39:30.870188	84,108
85	85	00:39:31.071710	85,295
86	86	00:39:31.273233	86,194
87	87	00:39:31.474776	87,36
88	88	00:39:31.676825	88,30
89	89	00:39:31.878296	89,238
90	90	00:39:32.080309	90,-179
91	91	00:39:32.281811	91,71
92	92	00:39:32.483390	92,153
93	93	00:39:32.684828	93,158
94	94	00:39:32.886326	94,296
95	95	00:39:33.087819	95,108
96	96	00:39:33.289317	96,-97
97	97	00:39:33.490857	97,-172
98	98	00:39:33.692384	98,51
99	99	00:39:33.894387	99,-223
100	100	00:39:34.095882	100,73
101	101	00:39:34.298411	101,-261
102	102	00:39:34.499975	102,216
103	103	00:39:34.701503	103,-241
104	104	00:39:34.903041	104,-2
105	105	00:39:35.104564	105,-130
106	106	00:39:35.306090	106,-58
107	107	00:39:35.508156	107,-90
108	108	00:39:35.710183	108,116
109	109	00:39:35.911705	109,-17
110	110	00:39:36.113706	110,256
111	111	00:39:36.315228	111,85
112	112	00:39:36.516800	112,-83
113	113	00:39:36.718322	113,28
114	114	00:39:36.919850	114,-235
115	115	00:39:37.121373	115,-298
116	116	00:39:37.322896	116,9
117	117	00:39:37.524965	117,-229
118	118	00:39:37.726773	118,59
119	119	00:39:37.928238	119,-51
120	120	00:39:38.130263	120,-79
121	121	00:39:38.332290	121,184
122	122	00:39:38.533891	122,125
123	123	00:39:38.735415	123,-80
124	124	00:39:38.936938	124,-155
125	125	00:39:39.139466	125,169
126	126	00:39:39.340990	126,-62
127	127	00:39:39.542593	127,-49
128	128	00:39:39.744085	128,-52
129	129	00:39:39.945612	129,-52
130	130	00:39:40.147144	130,-288
131	131	00:39:40.349171	131,94
132	132	00:39:40.550710	132,33
133	133	00:39:40.752234	133,-30
134	134	00:39:40.953756	134,183
135	135	00:39:41.155278	135,-296
136	136	00:39:41.356806	136,-132
137	137	00:39:41.558354	137,-157
138	138	00:39:41.760390	138,276
139	139	00:39:41.962385	139,206
140	140	00:39:42.163907	140,-28
141	141	00:39:42.365429	141,-227
142	142	00:39:42.566996	142,-285
143	143	00:39:42.768351	143,-54
144	144	00:39:42.970375	144,-176
145	145	00:39:43.171873	145,-120
146	146	00:39:43.373403	146,-210
147	147	00:39:43.574969	147,79
148	148	00:39:43.776466	148,221
149	149	00:39:43.977962	149,11
150	150	00:39:44.179431	150,-290
151	151	00:39:44.381439	151,-140
152	152	00:39:44.583476	152,-184
153	153	00:39:44.785000	153,-118
154	154	00:39:44.986497	154,130
155	155	00:39:45.188467	155,41
156	156	00:39:45.390510	156,-117
157	157	00:39:45.592035	157,261
158	158	00:39:45.793529	158,216
159	159	00:39:45.995545	159,-203
160	160	00:39:46.197042	160,-18
161	161	00:39:46.398994	161,-2
162	162	00:39:46.601021	162,-287
163	163	00:39:46.802544	163,158
164	164	00:39:47.004044	164,21
165	165	00:39:47.205567	165,-61
166	166	00:39:47.407135	166,-296
167	167	00:39:47.608979	167,-115
168	168	00:39:47.810506	168,-17
169	169	00:39:48.012003	169,-9
170	170	00:39:48.213497	170,195
171	171	00:39:48.415476	171,100
172	172	00:39:48.617307	172,103
173	173	00:39:48.818991	173,-113
174	174	00:39:49.020957	174,141
175	175	00:39:49.222883	175,-63
176	176	00:39:49.424358	176,-207
177	177	00:39:49.626329	177,291
178	178	00:39:49.828610	178,254
179	179	00:39:50.033261	179,-253
180	180	00:39:50.237492	180,23
181	181	00:39:50.448093	181,215
182	182	00:39:50.655163	182,106
183	183	00:39:50.861675	183,-188
184	184	00:39:51.072013	184,-92
185	185	00:39:51.282191	185,-74
186	186	00:39:51.484679	186,-9
187	187	00:39:51.686654	187,-221
188	188	00:39:51.889131	188,277
