MessageID	Timestamp	Payload
1	00:36:00.225405	1,-148
2	00:36:00.629892	2,-37
3	00:36:00.629892	3,-75
4	00:36:00.676790	4,122
5	00:36:00.878286	5,-90
6	00:36:01.079851	6,-93
7	00:36:01.266225	7,-253
8	00:36:01.468255	8,-199
9	00:36:01.685614	9,-299
10	00:36:01.887063	10,60
11	00:36:02.089155	11,-78
12	00:36:02.291177	12,293
13	00:36:02.492645	13,-120
14	00:36:02.678547	14,-210
15	00:36:02.880038	15,174
16	00:36:03.082073	16,-266
17	00:36:03.283596	17,-46
18	00:36:03.485144	18,155
19	00:36:03.686668	19,-199
20	00:36:03.888667	20,109
21	00:36:04.090210	21,-139
22	00:36:04.291738	22,-239
23	00:36:04.695756	23,130
24	00:36:04.897250	24,126
25	00:36:05.098765	25,230
26	00:36:05.300354	26,184
27	00:36:05.533073	27,-175
28	00:36:05.734624	28,-296
29	00:36:05.932036	29,276
30	00:36:06.138161	30,-216
31	00:36:06.340215	31,78
32	00:36:06.541681	32,-253
33	00:36:06.737890	33,229
34	00:36:06.932449	34,-281
35	00:36:07.147101	35,295
36	00:36:07.332973	36,-135
37	00:36:07.534529	37,-138
38	00:36:07.736036	38,-234
39	00:36:07.948648	39,209
40	00:36:08.042372	40,-100
41	00:36:08.233351	41,-42
42	00:36:08.434901	42,233
43	00:36:08.636931	43,232
44	00:36:08.838405	44,38
45	00:36:09.042450	45,174
46	00:36:09.241469	46,41
47	00:36:09.443497	47,220
48	00:36:09.645021	48,290
49	00:36:09.846526	49,157
50	00:36:10.043028	50,258
51	00:36:10.249618	51,-7
52	00:36:10.451147	52,-197
53	00:36:10.652673	53,-205
54	00:36:10.854172	54,-243
55	00:36:11.058708	55,-234
56	00:36:11.257180	56,34
57	00:36:11.459235	57,-143
58	00:36:11.660755	58,-69
59	00:36:11.856979	59,116
60	00:36:12.059022	60,-36
61	00:36:12.265644	61,239
62	00:36:12.467700	62,-240
63	00:36:12.669224	63,-113
64	00:36:12.870754	64,181
65	00:36:13.059144	65,-187
66	00:36:13.273794	66,-204
67	00:36:13.475817	67,-257
68	00:36:13.661718	68,121
69	00:36:13.863747	69,-273
70	00:36:14.065312	70,2
71	00:36:14.483990	71,281
72	00:36:14.686022	72,-46
73	00:36:14.887493	73,-220
74	00:36:15.074949	74,-233
75	00:36:15.276978	75,-14
76	00:36:15.478499	76,-57
77	00:36:15.680502	77,-216
78	00:36:15.881996	78,142
79	00:36:16.083561	79,200
80	00:36:16.285113	80,143
81	00:36:16.486613	81,-111
82	00:36:16.688126	82,-49
83	00:36:16.889916	83,87
84	00:36:17.013258	84,141
85	00:36:17.215255	85,47
86	00:36:17.416752	86,-269
87	00:36:17.618276	87,-115
88	00:36:17.819770	88,242
89	00:36:18.021308	89,35
90	00:36:18.222834	90,93
91	00:36:18.424368	91,171
92	00:36:18.859130	92,-87
93	00:36:18.859130	93,-229
94	00:36:19.061048	94,-151
95	00:36:19.263074	95,79
96	00:36:19.464570	96,-126
97	00:36:19.666098	97,235
98	00:36:19.867599	98,-24
99	00:36:20.239470	99,221
100	00:36:20.380085	100,-164
101	00:36:20.441017	101,-262
102	00:36:20.828907	102,139
103	00:36:21.030827	103,260
104	00:36:21.232886	104,272
105	00:36:21.434391	105,210
106	00:36:21.636443	106,216
107	00:36:21.838264	107,58
108	00:36:22.040343	108,-158
109	00:36:22.226289	109,-181
110	00:36:22.335634	110,138
111	00:36:22.505919	111,-236
112	00:36:22.707443	112,242
113	00:36:22.908942	113,-295
114	00:36:23.265682	114,-298
115	00:36:23.343791	115,8
116	00:36:23.545812	116,-14
117	00:36:23.747333	117,-137
118	00:36:23.953902	118,-58
119	00:36:24.150406	119,215
120	00:36:24.351958	120,-6
121	00:36:24.553520	121,-237
122	00:36:24.878928	122,126
123	00:36:24.969607	123,-108
124	00:36:25.158632	124,-261
125	00:36:25.360161	125,79
126	00:36:25.685604	126,14
127	00:36:25.779336	127,-243
128	00:36:25.985381	128,-165
129	00:36:26.182378	129,-246
130	00:36:26.383901	130,-60
131	00:36:26.585400	131,67
132	00:36:26.786953	132,111
133	00:36:27.096633	133,104
134	00:36:27.190362	134,189
135	00:36:27.391856	135,136
136	00:36:27.593380	136,-133
137	00:36:27.795411	137,-11
138	00:36:28.001476	138,-50
139	00:36:28.198475	139,-186
140	00:36:28.601497	140,135
141	00:36:28.709291	141,53
142	00:36:28.803019	142,-248
143	00:36:29.001964	143,-89
144	00:36:29.206144	144,-109
145	00:36:29.407610	145,-1
146	00:36:29.593544	146,233
147	00:36:29.764834	147,-92
148	00:36:29.970898	148,32
149	00:36:30.167919	149,36
150	00:36:30.370476	150,-132
151	00:36:30.572002	151,182
152	00:36:30.773495	152,264
153	00:36:30.971403	153,-160
154	00:36:31.440503	154,-297
155	00:36:31.548802	155,221
156	00:36:31.642501	156,108
157	00:36:31.838661	157,106
158	00:36:32.049822	158,13
159	00:36:32.248322	159,-91
160	00:36:32.450349	160,-163
161	00:36:32.651877	161,168
162	00:36:32.853378	162,-168
163	00:36:33.019059	163,-158
164	00:36:33.225684	164,29
165	00:36:33.427685	165,13
166	00:36:33.629678	166,50
167	00:36:33.831177	167,40
168	00:36:34.019594	168,-69
169	00:36:34.234216	169,250
170	00:36:34.420620	170,-228
171	00:36:34.622616	171,183
172	00:36:34.824081	172,-127
173	00:36:35.035648	173,-203
174	00:36:35.227088	174,133
175	00:36:35.429139	175,19
176	00:36:35.630642	176,111
177	00:36:35.832133	177,-282
178	00:36:36.036172	178,-47
179	00:36:36.235174	179,171
180	00:36:36.544991	180,214
181	00:36:36.793379	181,142
182	00:36:37.036411	182,58
183	00:36:37.274741	183,-174
184	00:36:37.382512	184,63
185	00:36:37.600106	185,173
186	00:36:37.910890	186,-261
187	00:36:38.173369	187,128
188	00:36:38.267096	188,-231
189	00:36:38.468566	189,212
190	00:36:38.686158	190,-183
191	00:36:38.872504	191,-164
192	00:36:39.073996	192,-56
193	00:36:39.291084	193,144
194	00:36:39.492550	194,-269
195	00:36:39.694545	195,-286
196	00:36:39.896044	196,-95
197	00:36:40.097532	197,61
198	00:36:40.299007	198,36
199	00:36:40.500974	199,127
200	00:36:40.702444	200,-284
201	00:36:40.903917	201,300
202	00:36:41.105899	202,191
203	00:36:41.307862	203,-296
204	00:36:41.509335	204,160
205	00:36:41.711304	205,-238
206	00:36:41.908023	206,-150
207	00:36:42.115114	207,-202
208	00:36:42.316616	208,-113
209	00:36:42.518081	209,236
210	00:36:42.719642	210,-1
211	00:36:42.921670	211,-258
212	00:36:43.123270	212,-192
213	00:36:43.325267	213,230
214	00:36:43.527302	214,-98
215	00:36:43.728767	215,258
216	00:36:43.930268	216,210
217	00:36:44.131743	217,-268
218	00:36:44.333769	218,-229
219	00:36:44.535263	219,236
220	00:36:44.736787	220,-268
221	00:36:44.945377	221,292
222	00:36:45.140407	222,53
223	00:36:45.341878	223,-271
224	00:36:45.543931	224,208
225	00:36:45.745454	225,-270
226	00:36:45.945864	226,-139
227	00:36:46.148426	227,156
228	00:36:46.349925	228,63
229	00:36:46.551393	229,197
230	00:36:46.752927	230,-96
231	00:36:46.961755	231,-242
232	00:36:47.171909	232,271
233	00:36:47.373894	233,83
234	00:36:47.575383	234,-31
235	00:36:47.777408	235,93
236	00:36:47.977881	236,-13
237	00:36:48.180906	237,111
238	00:36:48.382905	238,-120
239	00:36:48.584432	239,209
240	00:36:48.785927	240,-4
241	00:36:48.978430	241,-263
242	00:36:49.189068	242,142
243	00:36:49.390578	243,4
244	00:36:49.592077	244,42
245	00:36:49.794107	245,-119
246	00:36:49.994546	246,24
247	00:36:50.197072	247,-133
248	00:36:50.399100	248,70
249	00:36:50.601127	249,43
250	00:36:50.802594	250,-110
251	00:36:50.995094	251,275
252	00:36:51.205767	252,250
253	00:36:51.407234	253,-192
254	00:36:51.609209	254,-143
255	00:36:51.811733	255,287
256	00:36:52.010964	256,-258
257	00:36:52.215057	257,171
258	00:36:52.418061	258,234
259	00:36:52.620054	259,224
260	00:36:52.821579	260,244
261	00:36:53.027103	261,169
262	00:36:53.225127	262,-65
263	00:36:53.427146	263,-281
264	00:36:53.629142	264,-52
265	00:36:53.830612	265,84
266	00:36:54.027536	266,219
267	00:36:54.235657	267,63
268	00:36:54.437155	268,176
269	00:36:54.639121	269,213
270	00:36:54.841621	270,-94
271	00:36:55.043575	271,-81
272	00:36:55.338280	272,-213
273	00:36:55.539803	273,-216
274	00:36:55.756918	274,-150
275	00:36:55.950330	275,-208
276	00:36:56.160484	276,-39
277	00:36:56.362008	277,-288
278	00:36:56.563507	278,-212
279	00:36:56.765002	279,26
280	00:36:56.966261	280,-22
281	00:36:57.171907	281,-30
282	00:36:57.373932	282,63
283	00:36:57.575455	283,-62
284	00:36:57.776991	284,119
285	00:36:57.982047	285,290
286	00:36:58.180047	286,25
287	00:36:58.382013	287,-190
288	00:36:58.584066	288,-218
289	00:36:58.785588	289,-112
290	00:36:58.982535	290,-179
291	00:36:59.190178	291,84
292	00:36:59.391709	292,-169
293	00:36:59.593736	293,-68
294	00:36:59.795740	294,128
295	00:36:59.998280	295,-216
296	00:37:00.198781	296,-139
297	00:37:00.400815	297,-300
298	00:37:00.602339	298,146
299	00:37:00.803860	299,136
300	00:37:01.014398	300,196
301	00:37:01.206895	301,-226
302	00:37:01.408396	302,70
