MessageID	Timestamp	Payload
1	00:42:06.182452	1,160
2	00:42:06.182452	2,181
3	00:42:06.182452	3,119
4	00:42:06.384688	4,218
5	00:42:06.586207	5,194
6	00:42:06.787705	6,-270
7	00:42:06.989232	7,-30
8	00:42:07.190743	8,17
9	00:42:07.392297	9,8
10	00:42:07.593945	10,120
11	00:42:07.811115	11,-41
12	00:42:08.012642	12,-284
13	00:42:08.214015	13,136
14	00:42:08.416038	14,287
15	00:42:08.618037	15,160
16	00:42:08.819533	16,160
17	00:42:09.021555	17,-279
18	00:42:09.223071	18,-188
19	00:42:09.424591	19,-247
20	00:42:09.626112	20,292
21	00:42:09.827663	21,24
22	00:42:10.031721	22,-146
23	00:42:10.230781	23,-18
24	00:42:10.432302	24,-290
25	00:42:10.633797	25,83
26	00:42:10.835322	26,-48
27	00:42:11.047895	27,138
28	00:42:11.238922	28,-161
29	00:42:11.456048	29,252
30	00:42:11.657566	30,254
31	00:42:11.859119	31,225
32	00:42:12.063685	32,114
33	00:42:12.262240	33,175
34	00:42:12.479385	34,218
35	00:42:12.680909	35,203
36	00:42:12.882379	36,-244
37	00:42:13.095471	37,-94
38	00:42:13.285639	38,272
39	00:42:13.502781	39,-280
40	00:42:13.704283	40,-136
41	00:42:13.906310	41,26
42	00:42:14.111347	42,-112
43	00:42:14.309374	43,135
44	00:42:14.526521	44,-16
45	00:42:14.728024	45,-133
46	00:42:14.930044	46,-69
47	00:42:15.127467	47,-239
48	00:42:15.349205	48,-252
49	00:42:15.550758	49,202
50	00:42:15.752292	50,-131
51	00:42:15.953811	51,1
52	00:42:16.158911	52,284
53	00:42:16.372530	53,118
54	00:42:16.573997	54,275
55	00:42:16.775555	55,275
56	00:42:16.977050	56,296
57	00:42:17.190588	57,-208
58	00:42:17.395681	58,-34
59	00:42:17.597678	59,257
60	00:42:17.799703	60,131
61	00:42:18.001205	61,-156
62	00:42:18.216989	62,181
63	00:42:18.419964	63,24
64	00:42:18.621965	64,-275
65	00:42:18.823964	65,-159
66	00:42:19.035448	66,284
67	00:42:19.227447	67,146
68	00:42:19.429446	68,-102
69	00:42:19.649576	69,221
70	00:42:19.853697	70,-300
71	00:42:20.056262	71,119
72	00:42:20.056262	72,-46
73	00:42:20.258230	73,232
74	00:42:20.460203	74,-175
75	00:42:20.662201	75,-268
76	00:42:20.864203	76,227
77	00:42:21.081301	77,231
78	00:42:21.283326	78,118
79	00:42:21.485353	79,-63
80	00:42:21.686848	80,297
81	00:42:21.888342	81,112
82	00:42:22.105532	82,231
83	00:42:22.307089	83,-182
84	00:42:22.508582	84,163
85	00:42:22.710139	85,-274
86	00:42:22.927197	86,6
87	00:42:23.129198	87,-272
88	00:42:23.331035	88,7
89	00:42:23.533032	89,138
90	00:42:23.734558	90,-58
91	00:42:23.936033	91,-276
92	00:42:24.138071	92,26
93	00:42:24.355217	93,-138
94	00:42:24.556739	94,-89
95	00:42:24.758266	95,-237
96	00:42:24.974877	96,-283
97	00:42:25.176918	97,75
98	00:42:25.378944	98,293
99	00:42:25.580465	99,226
100	00:42:25.787618	100,-23
101	00:42:25.983671	101,-113
102	00:42:26.200859	102,227
103	00:42:26.402388	103,-147
104	00:42:26.604410	104,64
105	00:42:26.806410	105,-62
106	00:42:27.008407	106,-171
107	00:42:27.225445	107,224
108	00:42:27.427467	108,251
109	00:42:27.629491	109,-171
110	00:42:27.830984	110,-45
111	00:42:28.038483	111,289
112	00:42:28.244972	112,121
113	00:42:28.452118	113,-233
114	00:42:28.653613	114,-13
115	00:42:28.855137	115,37
116	00:42:29.070237	116,-94
117	00:42:29.273849	117,-66
118	00:42:29.475846	118,129
119	00:42:29.677371	119,-278
120	00:42:29.879369	120,-158
121	00:42:30.085907	121,-239
122	00:42:30.298026	122,211
123	00:42:30.500053	123,65
124	00:42:30.701577	124,292
125	00:42:30.903100	125,10
126	00:42:31.117697	126,161
127	00:42:31.321847	127,-35
128	00:42:31.523824	128,-131
129	00:42:31.725788	129,-197
130	00:42:31.927818	130,154
131	00:42:32.133823	131,-153
132	00:42:32.346980	132,-224
133	00:42:32.549006	133,295
134	00:42:32.750533	134,-44
135	00:42:32.952034	135,-297
136	00:42:33.165605	136,-46
137	00:42:33.370999	137,-198
138	00:42:33.572996	138,190
139	00:42:33.572996	139,-158
140	00:42:33.774519	140,125
141	00:42:33.976013	141,122
142	00:42:34.178083	142,-263
143	00:42:34.395232	143,-156
144	00:42:34.597229	144,-223
145	00:42:34.798782	145,-230
146	00:42:35.000309	146,-202
147	00:42:35.201866	147,242
148	00:42:35.403387	148,14
149	00:42:35.620504	149,-131
150	00:42:35.822000	150,36
151	00:42:36.023997	151,-211
152	00:42:36.225506	152,261
153	00:42:36.427475	153,-181
154	00:42:36.629037	154,206
155	00:42:36.846177	155,-168
156	00:42:37.042085	156,-233
157	00:42:37.249235	157,225
158	00:42:37.466882	158,-54
159	00:42:37.668379	159,162
160	00:42:37.870379	160,239
161	00:42:38.073458	161,288
162	00:42:38.275053	162,65
163	00:42:38.475577	163,-96
164	00:42:38.692718	164,264
165	00:42:38.894216	165,-96
166	00:42:39.104793	166,-69
167	00:42:39.297272	167,-54
168	00:42:39.514826	168,219
169	00:42:39.716288	169,11
170	00:42:39.918284	170,23
171	00:42:40.120850	171,15
172	00:42:40.321849	172,-182
173	00:42:40.523373	173,-5
174	00:42:40.740488	174,-273
175	00:42:40.942036	175,-250
176	00:42:41.152549	176,-154
177	00:42:41.345020	177,296
178	00:42:41.562192	178,-247
179	00:42:41.763720	179,-57
180	00:42:41.965212	180,-201
181	00:42:42.168691	181,-62
182	00:42:42.368213	182,216
183	00:42:42.585360	183,-17
184	00:42:42.786876	184,273
185	00:42:42.988405	185,-269
186	00:42:43.189975	186,262
187	00:42:43.407013	187,288
188	00:42:43.608573	188,-53
189	00:42:43.810065	189,269
190	00:42:44.011622	190,108
191	00:42:44.213166	191,-201
192	00:42:44.430292	192,204
193	00:42:44.631790	193,-117
194	00:42:44.833287	194,228
195	00:42:45.044350	195,-123
196	00:42:45.236384	196,-58
197	00:42:45.453501	197,-97
198	00:42:45.655032	198,202
199	00:42:45.856529	199,263
200	00:42:46.060093	200,56
201	00:42:46.273588	201,182
202	00:42:46.475055	202,189
203	00:42:46.475055	203,220
204	00:42:46.676552	204,-139
205	00:42:46.878581	205,-176
206	00:42:47.080120	206,-185
207	00:42:47.297304	207,122
208	00:42:47.498836	208,-136
209	00:42:47.700328	209,-243
210	00:42:47.901851	210,-143
211	00:42:48.103458	211,286
212	00:42:48.304762	212,-223
213	00:42:48.522376	213,-114
214	00:42:48.723868	214,-115
215	00:42:48.925368	215,-239
216	00:42:49.126930	216,-176
217	00:42:49.344077	217,-182
218	00:42:49.546134	218,-296
219	00:42:49.748119	219,271
220	00:42:49.949612	220,-229
221	00:42:50.151155	221,-110
222	00:42:50.368297	222,133
223	00:42:50.569770	223,-269
224	00:42:50.771315	224,65
225	00:42:50.972818	225,-97
226	00:42:51.174388	226,35
227	00:42:51.391558	227,22
228	00:42:51.593550	228,-280
229	00:42:51.795080	229,-89
230	00:42:51.996573	230,117
231	00:42:52.198168	231,-105
232	00:42:52.415314	232,64
233	00:42:52.632426	233,279
234	00:42:52.833918	234,-53
235	00:42:53.035423	235,168
236	00:42:53.236991	236,263
237	00:42:53.438917	237,-256
238	00:42:53.640446	238,204
239	00:42:53.841983	239,-208
240	00:42:54.046548	240,-27
241	00:42:54.260707	241,-117
242	00:42:54.462258	242,23
243	00:42:54.663792	243,-227
244	00:42:54.865299	244,-202
245	00:42:55.078378	245,-49
246	00:42:55.284020	246,-203
247	00:42:55.485542	247,-131
248	00:42:55.687071	248,209
249	00:42:55.889571	249,-145
250	00:42:56.094085	250,-289
251	00:42:56.308260	251,97
252	00:42:56.509756	252,-101
253	00:42:56.711260	253,84
254	00:42:56.912822	254,115
255	00:42:57.125921	255,194
256	00:42:57.331539	256,-199
257	00:42:57.533036	257,234
258	00:42:57.735064	258,-102
259	00:42:57.936569	259,240
260	00:42:58.142066	260,165
261	00:42:58.349847	261,80
262	00:42:58.556473	262,45
263	00:42:58.757996	263,65
264	00:42:58.959995	264,196
265	00:42:59.175504	265,99
266	00:42:59.377496	266,-94
267	00:42:59.377496	267,-54
268	00:42:59.579020	268,-167
269	00:42:59.780547	269,297
270	00:42:59.982042	270,110
271	00:43:00.199212	271,284
272	00:43:00.400771	272,294
273	00:43:00.602259	273,-271
274	00:43:00.803818	274,-282
275	00:43:01.005348	275,117
276	00:43:01.222544	276,88
277	00:43:01.424071	277,144
278	00:43:01.625597	278,82
279	00:43:01.827126	279,-228
280	00:43:02.028559	280,-289
281	00:43:02.245760	281,-257
282	00:43:02.447274	282,144
283	00:43:02.648800	283,-65
284	00:43:02.850332	284,158
285	00:43:03.065850	285,22
286	00:43:03.268854	286,247
287	00:43:03.470649	287,289
288	00:43:03.672174	288,119
289	00:43:03.873672	289,20
290	00:43:04.081746	290,79
291	00:43:04.292860	291,208
292	00:43:04.494357	292,200
293	00:43:04.695878	293,31
294	00:43:04.897401	294,-299
295	00:43:05.113504	295,280
296	00:43:05.315999	296,31
297	00:43:05.517439	297,87
