MessageID	Count	Timestamp	Payload
1	1	00:29:54.832310	1,-14
2	2	00:29:55.042816	2,210
3	3	00:29:55.245055	3,123
4	4	00:29:55.447081	4,226
5	5	00:29:55.649526	5,-19
6	6	00:29:55.852059	6,105
7	7	00:29:56.054125	7,-182
8	8	00:29:56.256151	8,-45
9	9	00:29:56.458178	9,-68
10	10	00:29:56.660410	10,-122
11	11	00:29:56.861934	11,-283
12	12	00:29:57.063974	12,-247
13	13	00:29:57.265500	13,-103
14	14	00:29:57.467524	14,118
15	15	00:29:57.669547	15,56
16	16	00:29:57.871516	16,154
17	17	00:29:58.073089	17,75
18	18	00:29:58.275116	18,248
19	19	00:29:58.477143	19,-93
20	20	00:29:58.679139	20,-81
21	21	00:29:58.881141	21,188
22	22	00:29:59.083211	22,183
23	23	00:29:59.285237	23,80
24	24	00:29:59.487267	24,-62
25	25	00:29:59.689264	25,-86
26	26	00:29:59.890777	26,31
27	27	00:30:00.093287	27,-77
28	28	00:30:00.295152	28,-116
29	29	00:30:00.496676	29,-295
30	30	00:30:00.698700	30,51
31	31	00:30:00.900705	31,128
32	32	00:30:01.102709	32,103
33	33	00:30:01.304208	33,226
34	34	00:30:01.506176	34,96
35	35	00:30:01.707669	35,121
36	36	00:30:01.909717	36,61
37	37	00:30:02.111239	37,37
38	38	00:30:02.313233	38,-233
39	39	00:30:02.514756	39,-183
40	40	00:30:02.716781	40,-151
41	41	00:30:02.918854	41,9
42	42	00:30:03.120880	42,-212
43	43	00:30:03.322880	43,-61
44	44	00:30:03.524375	44,289
45	45	00:30:03.725897	45,27
46	46	00:30:03.927944	46,57
47	47	00:30:04.129971	47,-253
48	48	00:30:04.331997	48,214
49	49	00:30:04.533993	49,-74
50	50	00:30:04.735515	50,117
51	51	00:30:04.937460	51,83
52	52	00:30:05.139959	52,-120
53	53	00:30:05.342279	53,268
54	54	00:30:05.544302	54,-37
55	55	00:30:05.746331	55,154
56	56	00:30:05.948942	56,-48
57	57	00:30:06.150965	57,-220
58	58	00:30:06.352962	58,11
59	59	00:30:06.554458	59,-29
60	60	00:30:06.756485	60,-198
61	61	00:30:06.958553	61,-254
62	62	00:30:07.160054	62,261
63	63	00:30:07.362081	63,-259
64	64	00:30:07.564108	64,-251
65	65	00:30:07.766140	65,112
66	66	00:30:07.968202	66,-264
67	67	00:30:08.170230	67,86
68	68	00:30:08.372261	68,136
69	69	00:30:08.574299	69,-86
70	70	00:30:08.776322	70,39
71	71	00:30:08.978387	71,79
72	72	00:30:09.180410	72,-168
73	73	00:30:09.382436	73,71
74	74	00:30:09.584462	74,125
75	75	00:30:09.786463	75,-123
76	76	00:30:09.988523	76,297
77	77	00:30:10.190533	77,-142
78	78	00:30:10.392373	78,-267
79	79	00:30:10.594872	79,116
80	80	00:30:10.796398	80,184
81	81	00:30:10.998434	81,174
82	82	00:30:11.200429	82,-54
83	83	00:30:11.402456	83,-25
84	84	00:30:11.604484	84,-252
85	85	00:30:11.806519	85,-165
86	86	00:30:12.008553	86,134
87	87	00:30:12.211082	87,177
88	88	00:30:12.413116	88,266
89	89	00:30:12.615143	89,240
90	90	00:30:12.817173	90,153
91	91	00:30:13.019239	91,135
92	92	00:30:13.221764	92,164
93	93	00:30:13.423762	93,-109
94	94	00:30:13.625261	94,244
95	95	00:30:13.827790	95,231
96	96	00:30:14.030340	96,-166
97	97	00:30:14.231865	97,-10
98	98	00:30:14.433901	98,124
99	99	00:30:14.635929	99,109
100	100	00:30:14.837954	100,56
101	101	00:30:15.040030	101,114
102	102	00:30:15.241523	102,-190
103	103	00:30:15.444873	103,-225
104	104	00:30:15.646897	104,-119
105	105	00:30:15.848925	105,-214
106	106	00:30:16.050904	106,-33
107	107	00:30:16.253432	107,-87
108	108	00:30:16.455456	108,112
109	109	00:30:16.657481	109,52
110	110	00:30:16.859505	110,-30
111	111	00:30:17.061573	111,-251
112	112	00:30:17.263095	112,146
113	113	00:30:17.465091	113,95
114	114	00:30:17.667117	114,-28
115	115	00:30:17.869148	115,237
116	116	00:30:18.071261	116,184
117	117	00:30:18.273261	117,-170
118	118	00:30:18.475258	118,31
119	119	00:30:18.677784	119,95
120	120	00:30:18.879813	120,34
121	121	00:30:19.081838	121,293
122	122	00:30:19.283869	122,230
123	123	00:30:19.485893	123,-298
124	124	00:30:19.687918	124,-253
125	125	00:30:19.889914	125,231
126	126	00:30:20.091951	126,-268
127	127	00:30:20.294212	127,-105
128	128	00:30:20.496239	128,261
129	129	00:30:20.698266	129,89
130	130	00:30:20.900307	130,-167
131	131	00:30:21.102369	131,-16
132	132	00:30:21.304395	132,150
133	133	00:30:21.506364	133,-253
134	134	00:30:21.708361	134,113
135	135	00:30:21.909892	135,-225
136	136	00:30:22.111866	136,63
137	137	00:30:22.313891	137,-168
138	138	00:30:22.515934	138,117
139	139	00:30:22.717931	139,95
140	140	00:30:22.919497	140,-252
141	141	00:30:23.121523	141,-132
142	142	00:30:23.323550	142,197
143	143	00:30:23.525547	143,214
144	144	00:30:23.728074	144,-30
145	145	00:30:23.930146	145,-195
146	146	00:30:24.131669	146,-234
147	147	00:30:24.333694	147,19
148	148	00:30:24.535696	148,15
149	149	00:30:24.737723	149,291
150	150	00:30:24.939799	150,-79
151	151	00:30:25.141266	151,19
152	152	00:30:25.343072	152,-48
153	153	00:30:25.545099	153,-121
154	154	00:30:25.747126	154,-240
155	155	00:30:25.949201	155,281
156	156	00:30:26.150732	156,162
157	157	00:30:26.352729	157,-108
158	158	00:30:26.554755	158,75
159	159	00:30:26.756751	159,-222
160	160	00:30:26.958796	160,188
161	161	00:30:27.160823	161,-203
162	162	00:30:27.362851	162,-279
163	163	00:30:27.564877	163,92
164	164	00:30:27.766904	164,161
165	165	00:30:27.968977	165,88
166	166	00:30:28.170510	166,244
167	167	00:30:28.372008	167,181
168	168	00:30:28.574004	168,-282
169	169	00:30:28.776029	169,-255
170	170	00:30:28.978594	170,233
171	171	00:30:29.180117	171,237
172	172	00:30:29.382140	172,97
173	173	00:30:29.584164	173,-148
174	174	00:30:29.786192	174,174
175	175	00:30:29.988298	175,217
176	176	00:30:30.190325	176,-70
177	177	00:30:30.392674	177,-54
178	178	00:30:30.594697	178,178
179	179	00:30:30.796721	179,-1
180	180	00:30:30.998790	180,-49
181	181	00:30:31.200319	181,161
182	182	00:30:31.402343	182,-163
183	183	00:30:31.604368	183,266
184	184	00:30:31.806392	184,-242
185	185	00:30:32.008424	185,21
186	186	00:30:32.210459	186,-85
187	187	00:30:32.412487	187,-256
188	188	00:30:32.614510	188,-13
189	189	00:30:32.817539	189,-32
190	190	00:30:33.019638	190,-191
