MessageID	Timestamp	Payload
1	00:39:14.764921	1,-104
2	00:39:14.764921	2,29
3	00:39:14.780543	3,-186
4	00:39:14.973040	4,38
5	00:39:15.175007	5,234
6	00:39:15.389987	6,41
7	00:39:15.594103	7,-30
8	00:39:15.796072	8,67
9	00:39:15.997538	9,208
10	00:39:16.199191	10,-68
11	00:39:16.406143	11,114
12	00:39:16.618264	12,129
13	00:39:16.820233	13,-278
14	00:39:17.021700	14,27
15	00:39:17.238787	15,190
16	00:39:17.437671	16,70
17	00:39:17.642403	17,247
18	00:39:17.843870	18,-65
19	00:39:18.045337	19,144
20	00:39:18.262425	20,-156
21	00:39:18.469434	21,-69
22	00:39:18.665397	22,125
23	00:39:18.866861	23,169
24	00:39:19.083984	24,151
25	00:39:19.285474	25,-192
26	00:39:19.487020	26,82
27	00:39:19.688988	27,-114
28	00:39:19.906085	28,-292
29	00:39:20.107547	29,6
30	00:39:20.309013	30,157
31	00:39:20.510537	31,-137
32	00:39:20.712031	32,-286
33	00:39:20.929091	33,295
34	00:39:21.130587	34,185
35	00:39:21.332055	35,32
36	00:39:21.533560	36,-85
37	00:39:21.751154	37,18
38	00:39:21.952621	38,-72
39	00:39:22.154594	39,49
40	00:39:22.356059	40,218
41	00:39:22.568870	41,136
42	00:39:22.775071	42,231
43	00:39:22.976539	43,0
44	00:39:23.178562	44,-3
45	00:39:23.393046	45,292
46	00:39:23.597639	46,-131
47	00:39:23.799136	47,165
48	00:39:24.001104	48,261
49	00:39:24.202601	49,22
50	00:39:24.418588	50,-221
51	00:39:24.418588	51,-195
52	00:39:24.620059	52,-57
53	00:39:24.837153	53,25
54	00:39:25.038617	54,206
55	00:39:25.240090	55,84
56	00:39:25.441571	56,52
57	00:39:25.658653	57,-26
58	00:39:25.875770	58,-285
59	00:39:26.077741	59,25
60	00:39:26.279209	60,101
61	00:39:26.480686	61,259
62	00:39:26.682151	62,18
63	00:39:26.883619	63,261
64	00:39:27.100703	64,-252
65	00:39:27.302170	65,196
66	00:39:27.503558	66,-288
67	00:39:27.705337	67,235
68	00:39:27.922920	68,-106
69	00:39:28.124920	69,-223
70	00:39:28.326941	70,182
71	00:39:28.528571	71,-222
72	00:39:28.745712	72,-121
73	00:39:28.947237	73,-244
74	00:39:29.148777	74,232
75	00:39:29.350271	75,-212
76	00:39:29.567460	76,172
77	00:39:29.768960	77,-286
78	00:39:29.970953	78,194
79	00:39:30.172452	79,-291
80	00:39:30.379482	80,138
81	00:39:30.591607	81,-120
82	00:39:30.793674	82,161
83	00:39:30.995194	83,212
84	00:39:31.196689	84,108
85	00:39:31.411287	85,295
86	00:39:31.615404	86,194
87	00:39:31.817451	87,36
88	00:39:32.018943	88,30
89	00:39:32.236561	89,238
90	00:39:32.442607	90,-179
91	00:39:32.634407	91,71
92	00:39:32.841075	92,153
