MessageID	Count	Timestamp	Payload
1	1	00:35:59.608789	1,-148
2	2	00:35:59.820930	2,-37
3	3	00:36:00.023378	3,-75
4	4	00:36:00.225405	4,122
5	5	00:36:00.427903	5,-90
6	6	00:36:00.629892	6,-93
7	7	00:36:00.831389	7,-253
8	8	00:36:01.032953	8,-199
9	9	00:36:01.234977	9,-299
10	10	00:36:01.437003	10,60
11	11	00:36:01.638535	11,-78
12	12	00:36:01.840167	12,293
13	13	00:36:02.042257	13,-120
14	14	00:36:02.244280	14,-210
15	15	00:36:02.445775	15,174
16	16	00:36:02.647269	16,-266
17	17	00:36:02.848762	17,-46
18	18	00:36:03.050825	18,155
19	19	00:36:03.252347	19,-199
20	20	00:36:03.453869	20,109
21	21	00:36:03.655392	21,-139
22	22	00:36:03.857391	22,-239
23	23	00:36:04.058935	23,130
24	24	00:36:04.260459	24,126
25	25	00:36:04.462485	25,230
26	26	00:36:04.664480	26,184
27	27	00:36:04.865974	27,-175
28	28	00:36:05.067515	28,-296
29	29	00:36:05.269047	29,276
30	30	00:36:05.470582	30,-216
31	31	00:36:05.672105	31,78
32	32	00:36:05.874129	32,-253
33	33	00:36:06.075671	33,229
34	34	00:36:06.277697	34,-281
35	35	00:36:06.479190	35,295
36	36	00:36:06.680688	36,-135
37	37	00:36:06.882546	37,-138
38	38	00:36:07.084581	38,-234
39	39	00:36:07.286105	39,209
40	40	00:36:07.487628	40,-100
41	41	00:36:07.689156	41,-42
42	42	00:36:07.890678	42,233
43	43	00:36:08.092752	43,232
44	44	00:36:08.294275	44,38
45	45	00:36:08.496300	45,174
46	46	00:36:08.697780	46,41
47	47	00:36:08.899308	47,220
48	48	00:36:09.100843	48,290
49	49	00:36:09.302871	49,157
50	50	00:36:09.504395	50,258
51	51	00:36:09.705927	51,-7
52	52	00:36:09.907449	52,-197
53	53	00:36:10.109023	53,-205
54	54	00:36:10.310521	54,-243
55	55	00:36:10.512044	55,-234
56	56	00:36:10.713544	56,34
57	57	00:36:10.915040	57,-143
58	58	00:36:11.116581	58,-69
59	59	00:36:11.318605	59,116
60	60	00:36:11.520128	60,-36
61	61	00:36:11.721652	61,239
62	62	00:36:11.923510	62,-240
63	63	00:36:12.125048	63,-113
64	64	00:36:12.327075	64,181
65	65	00:36:12.528598	65,-187
66	66	00:36:12.730127	66,-204
67	67	00:36:12.931663	67,-257
68	68	00:36:13.133167	68,121
69	69	00:36:13.335191	69,-273
70	70	00:36:13.536714	70,2
71	71	00:36:13.738743	71,281
72	72	00:36:13.940310	72,-46
73	73	00:36:14.141834	73,-220
74	74	00:36:14.343361	74,-233
75	75	00:36:14.545397	75,-14
76	76	00:36:14.746867	76,-57
77	77	00:36:14.949945	77,-216
78	78	00:36:15.151970	78,142
79	79	00:36:15.353494	79,200
80	80	00:36:15.555495	80,143
81	81	00:36:15.756992	81,-111
82	82	00:36:15.958584	82,-49
83	83	00:36:16.160108	83,87
84	84	00:36:16.361607	84,141
85	85	00:36:16.563118	85,47
86	86	00:36:16.764912	86,-269
87	87	00:36:16.966361	87,-115
88	88	00:36:17.168358	88,242
89	89	00:36:17.369881	89,35
90	90	00:36:17.571378	90,93
91	91	00:36:17.772872	91,171
92	92	00:36:17.974411	92,-87
93	93	00:36:18.175934	93,-229
94	94	00:36:18.377467	94,-151
95	95	00:36:18.579493	95,79
96	96	00:36:18.780988	96,-126
97	97	00:36:18.982909	97,235
98	98	00:36:19.184934	98,-24
99	99	00:36:19.386427	99,221
100	100	00:36:19.587958	100,-164
101	101	00:36:19.789488	101,-262
102	102	00:36:19.991067	102,139
103	103	00:36:20.192592	103,260
104	104	00:36:20.394119	104,272
105	105	00:36:20.596118	105,210
106	106	00:36:20.797631	106,216
107	107	00:36:20.999579	107,58
108	108	00:36:21.201608	108,-158
109	109	00:36:21.403143	109,-181
110	110	00:36:21.605168	110,138
111	111	00:36:21.806989	111,-236
112	112	00:36:22.009097	112,242
113	113	00:36:22.210630	113,-295
114	114	00:36:22.412158	114,-298
115	115	00:36:22.613681	115,8
116	116	00:36:22.815179	116,-14
117	117	00:36:23.016748	117,-137
118	118	00:36:23.218778	118,-58
119	119	00:36:23.420805	119,215
120	120	00:36:23.622329	120,-6
121	121	00:36:23.823830	121,-237
122	122	00:36:24.025429	122,126
123	123	00:36:24.226952	123,-108
124	124	00:36:24.428512	124,-261
125	125	00:36:24.630535	125,79
126	126	00:36:24.832031	126,14
127	127	00:36:25.033629	127,-243
128	128	00:36:25.235157	128,-165
129	129	00:36:25.437184	129,-246
130	130	00:36:25.638707	130,-60
131	131	00:36:25.840204	131,67
132	132	00:36:26.041754	132,111
133	133	00:36:26.243277	133,104
134	134	00:36:26.444775	134,189
135	135	00:36:26.646313	135,136
136	136	00:36:26.848161	136,-133
137	137	00:36:27.049737	137,-11
138	138	00:36:27.251232	138,-50
139	139	00:36:27.452756	139,-186
140	140	00:36:27.654781	140,135
141	141	00:36:27.856310	141,53
142	142	00:36:28.057848	142,-248
143	143	00:36:28.259347	143,-89
144	144	00:36:28.460871	144,-109
145	145	00:36:28.662394	145,-1
146	146	00:36:28.863920	146,233
147	147	00:36:29.065518	147,-92
148	148	00:36:29.267014	148,32
149	149	00:36:29.468540	149,36
150	150	00:36:29.671070	150,-132
151	151	00:36:29.872594	151,182
152	152	00:36:30.074185	152,264
153	153	00:36:30.276714	153,-160
154	154	00:36:30.478238	154,-297
155	155	00:36:30.679731	155,221
156	156	00:36:30.881224	156,108
157	157	00:36:31.082761	157,106
158	158	00:36:31.284257	158,13
159	159	00:36:31.486280	159,-91
160	160	00:36:31.687780	160,-163
161	161	00:36:31.889560	161,168
162	162	00:36:32.092075	162,-168
163	163	00:36:32.294102	163,-158
164	164	00:36:32.495631	164,29
165	165	00:36:32.697129	165,13
166	166	00:36:32.899131	166,50
167	167	00:36:33.100676	167,40
168	168	00:36:33.302678	168,-69
169	169	00:36:33.504674	169,250
170	170	00:36:33.706171	170,-228
171	171	00:36:33.907696	171,183
