MessageID	Timestamp	Payload
1	00:33:28.716688	1,186
2	00:33:28.918659	2,68
3	00:33:29.114188	3,-251
4	00:33:29.322811	4,47
5	00:33:29.524779	5,-180
6	00:33:29.726746	6,170
7	00:33:29.928716	7,60
8	00:33:30.130103	8,-177
9	00:33:30.332070	9,-157
10	00:33:30.537140	10,-240
11	00:33:30.735611	11,-54
12	00:33:30.938690	12,257
13	00:33:31.156583	13,118
14	00:33:31.156583	14,137
15	00:33:31.358554	15,61
16	00:33:31.560051	16,110
17	00:33:31.776474	17,-66
18	00:33:31.977814	18,-7
19	00:33:32.181475	19,-55
20	00:33:32.382969	20,-269
21	00:33:32.584433	21,-97
22	00:33:32.785868	22,218
23	00:33:32.987360	23,-221
24	00:33:33.204959	24,-26
25	00:33:33.406427	25,-60
26	00:33:33.607893	26,93
27	00:33:33.809865	27,-132
28	00:33:34.026954	28,-194
29	00:33:34.228461	29,-170
30	00:33:34.430430	30,-5
31	00:33:34.631890	31,-101
32	00:33:34.833355	32,-286
33	00:33:35.034821	33,-235
34	00:33:35.252431	34,94
35	00:33:35.453896	35,-229
36	00:33:35.655368	36,244
37	00:33:35.856836	37,172
38	00:33:36.069812	38,214
39	00:33:36.275575	39,155
40	00:33:36.477541	40,268
41	00:33:36.679006	41,-118
42	00:33:36.880472	42,-207
43	00:33:37.085974	43,-231
44	00:33:37.283412	44,-131
45	00:33:37.485379	45,187
46	00:33:37.686874	46,43
47	00:33:37.888845	47,-5
48	00:33:38.101745	48,286
49	00:33:38.305257	49,-223
50	00:33:38.505242	50,-227
51	00:33:38.703993	51,-124
52	00:33:38.897924	52,161
53	00:33:39.115851	53,53
54	00:33:39.318558	54,74
55	00:33:39.519974	55,119
56	00:33:39.724040	56,-160
57	00:33:39.923932	57,207
58	00:33:40.130577	58,184
59	00:33:40.331705	59,75
60	00:33:40.535133	60,55
61	00:33:40.731253	61,-228
62	00:33:40.941896	62,13
63	00:33:41.136494	63,-108
64	00:33:41.344112	64,227
65	00:33:41.553409	65,-190
66	00:33:41.760252	66,48
